mention_id,article_id,date,year,page,title,mention_idx_in_article,window,mantra_binding,institutional_embedding,inst_narrow,inst_broader,inst_constitutional,personal_command,cmd_listen,cmd_responsible,cmd_at_ease
M01342,2021-10-01_p02_为全面建设社会主义现代化国家提供坚强支撑,2021-10-01,2021,02,为全面建设社会主义现代化国家提供坚强支撑,0,"必须毫不动摇坚持党对人民军队的绝对领导，把国防和军队建设摆在更加重要的位置，加快建设巩固国防和强大军队。
征程万里风正劲，重任千钧再出发。当前和今后一个时期是国防和军队现代化建设的关键时期，全军要更加紧密地团结在以习近平同志为核心的党中央周围，坚持以习近平新时代中国特色社会主义思想为指导，深入贯彻习近平强军思想，深入贯彻新时代军事战略方针，增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，全面推进政治建军、改革强军、科技强军、人才强军、依法治军，把人民军队建设成为世界一流军队。要大力弘扬伟大建党精神，深入开展党史学习教育，自觉弘扬光荣传统、赓续红色血脉，以昂扬的精神状态投身新时代强军事业。要聚焦备战打仗主责主业，坚持以战领建，强化战建统筹，做好军事斗争准备，形成战、建、备一体推进的良好局面，全面提高新时代备战打仗能力，做好随时应对各种复杂困难局面的准备。要聚焦实现建军一百年奋斗目",1,0,0,0,0,0,0,0,0
M01343,2021-10-08_p07_把握内在机理推动思想政治教育守正创新,2021-10-08,2021,07,把握内在机理推动思想政治教育守正创新,0,"须以党的理论为理论、党的方向为方向、党的使命为使命，有计划、有系统地学习党的创新理论，引导官兵掌握马克思主义立场、观点、方法，坚持学思用贯通，做到知信行统一。用好“活教材”，寓理于事、析事明理，引导官兵充分认识到党的十八大以来，以习近平同志为核心的党中央带领我们一次次攻坚克难，一次次化危为机，一次次变革开新，取得令世人赞叹的历史性成就，不断增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制。扎实开展党史学习教育，学史明理、学史增信、学史崇德、学史力行，进一步坚定对新时代党的创新理论的政治信仰。
向战为战，锻造能打胜仗的战斗队。向战而行、保证打赢是教育的根本价值所在，也是衡量教育成效的根本标准。必须夯实向战为战的思想根基，聚焦主责主业，围绕“当兵干什么、练兵为什么”，扎实开展理论灌输、讨论辨析，破除和平积弊，归正教育重心；坚持以战领教、为战育人，把一切为了作战胜利贯穿战斗力建设各个环",1,0,0,0,0,0,0,0,0
M01344,2021-10-10_p01_复兴征程上一座巍然屹立的里程碑,2021-10-10,2021,01,复兴征程上一座巍然屹立的里程碑,0,"起来到强起来的伟大飞跃，中华民族伟大复兴进入了不可逆转的历史进程。
新时代气象万千，新征程催人奋进。当前，中国人民正意气风发向着全面建成社会主义现代化强国的第二个百年奋斗目标迈进；我军正聚焦实现建军一百年奋斗目标，走好国防和军队现代化新“三步走”的第一步。全军要更加紧密地团结在以习近平同志为核心的党中央周围，认真学习领会习主席重要讲话精神，增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，全面推进政治建军、改革强军、科技强军、人才强军、依法治军，把人民军队建设成为世界一流军队。广大官兵要继承和弘扬光大辛亥革命精神，赓续中国共产党人的精神谱系，不忘初心、牢记使命，知重负重、苦干实干，全面提高履行使命任务能力，加快国防和军队现代化，不断开创新时代强军事业新局面，为实现祖国完全统一、实现中华民族伟大复兴的中国梦作出新的更大贡献。",1,0,0,0,0,0,0,0,0
M01345,2021-10-10_p02_复兴征程上一座巍然屹立的里程碑,2021-10-10,2021,02,复兴征程上一座巍然屹立的里程碑,0,"起来到强起来的伟大飞跃，中华民族伟大复兴进入了不可逆转的历史进程。
新时代气象万千，新征程催人奋进。当前，中国人民正意气风发向着全面建成社会主义现代化强国的第二个百年奋斗目标迈进；我军正聚焦实现建军一百年奋斗目标，走好国防和军队现代化新“三步走”的第一步。全军要更加紧密地团结在以习近平同志为核心的党中央周围，认真学习领会习主席重要讲话精神，增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，全面推进政治建军、改革强军、科技强军、人才强军、依法治军，把人民军队建设成为世界一流军队。广大官兵要继承和弘扬光大辛亥革命精神，赓续中国共产党人的精神谱系，不忘初心、牢记使命，知重负重、苦干实干，全面提高履行使命任务能力，加快国防和军队现代化，不断开创新时代强军事业新局面，为实现祖国完全统一、实现中华民族伟大复兴的中国梦作出新的更大贡献。",1,0,0,0,0,0,0,0,0
M01346,2021-10-11_p01_铸魂育人的时代新篇,2021-10-11,2021,01,铸魂育人的时代新篇,0,"治教育体系的意见》，就构建新时代人民军队思想政治教育体系的方向引领、根本任务、实践落点、关键支撑、方法路径、重要保证等作出明确规定，开宗明义提出“用党在新时代的强军目标统领思想政治教育”，鲜明强调“坚持不懈用习近平强军思想铸魂育人”。
与此同时，《军队思想政治教育规定》、《以实际成效检验思想政治教育办法（试行）》等制度规定出台，“强化政治引领”作为一条主线贯穿始终，突出强调加强军魂教育、忠诚教育、军委主席负责制教育，从制度层面立起新时代思想政治教育聚焦强军兴军主题的刚性标准。
令在必信，法在必行。思想政治教育3份文件正式下发后，全军组织两期构建新时代人民军队思想政治教育体系培训，坚持“学研练一体”的方式，对军级以上单位宣传部门领导进行全覆盖培训，培养了一批依法组教抓教的明白人。
法规条文立起来，依法抓教强起来。东部战区制定思想政治教育《指导手册》，探索任务部队教育动员工作落实、军兵种文化交流的思路办法；",0,0,0,0,0,0,0,0,0
M01347,2021-10-11_p01_铸魂育人的时代新篇,2021-10-11,2021,01,铸魂育人的时代新篇,1,"把“学习强军”APP等信息平台作为每日读报辅助手段……一条条管用办法，描绘出新时代思想政治教育新图景。
新的法规制度体系，重塑的是思想政治教育的政策设计和制度安排，彰显的是占领思想、铸牢军魂的政治要求。以习近平新时代中国特色社会主义思想为指导，深入贯彻习近平强军思想，在党的旗帜下铸牢军魂、培养绝对忠诚的革命战士，成为各级党委领导的政治责任；增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，一切行动听从党中央、中央军委和习主席指挥，成为广大官兵的自觉行动。
让教育走进官兵，让官兵喜欢教育
——在强军实践中守正创新
最近，一部由祖孙三代联手制作的短视频《新疆是个好地方》“出圈”了！
在战略支援部队某部构建的网络“云课堂”上，中士艾布拉江·玉素甫和他的爷爷、父亲，深情讲述了新疆从百废待兴到百业兴旺、从绝对贫困到全面小康的历史性巨变。短短几个小时，这堂课就收获2000余个点赞、近百条留言",1,0,0,0,0,0,0,0,0
M01348,2021-10-11_p01_铸魂育人的时代新篇,2021-10-11,2021,01,铸魂育人的时代新篇,2,"程，关系部队建设全局，涉及各条战线、各个领域，只有充分调动和凝聚各方面力量，才能加快构建大政工、大教育格局的步伐，提高思想政治教育的实效。
重顶层设计，新格局贯通上下。按照军委管总、战区主战、军种主建的总原则，构建起从军委机关到基层单位的抓教权责体系。军委政治工作部每年下发年度教育意见，将军委机关其他部门部署开展的教育活动纳入其中、一体部署。
重责任落实，新格局统而有力。各级把党委管教抓教作为贯彻军委主席负责制的实际行动，把教育上升到党委层面来抓，主要领导带头把方向、抓导向、管阵地、强队伍，带动各级领导干部抓教育的政治自觉，其他领导、部门密切配合、各尽其责，重视教育、研究教育、齐抓教育的氛围日益浓厚。
重战建衔接，新格局平战一体。切分和明确战区和军兵种的抓教职责界面，各自种好“责任田”、把握分界线，唱好“协奏曲”、打赢整体仗。某联指机构紧随部队任务转换，及时对接部队教育任务，确保部队任务有变动、教育不断",0,0,0,0,0,0,0,0,0
M01349,2021-10-11_p02_铸魂育人的时代新篇,2021-10-11,2021,02,铸魂育人的时代新篇,0,"治教育体系的意见》，就构建新时代人民军队思想政治教育体系的方向引领、根本任务、实践落点、关键支撑、方法路径、重要保证等作出明确规定，开宗明义提出“用党在新时代的强军目标统领思想政治教育”，鲜明强调“坚持不懈用习近平强军思想铸魂育人”。
与此同时，《军队思想政治教育规定》、《以实际成效检验思想政治教育办法（试行）》等制度规定出台，“强化政治引领”作为一条主线贯穿始终，突出强调加强军魂教育、忠诚教育、军委主席负责制教育，从制度层面立起新时代思想政治教育聚焦强军兴军主题的刚性标准。
令在必信，法在必行。思想政治教育3份文件正式下发后，全军组织两期构建新时代人民军队思想政治教育体系培训，坚持“学研练一体”的方式，对军级以上单位宣传部门领导进行全覆盖培训，培养了一批依法组教抓教的明白人。
法规条文立起来，依法抓教强起来。东部战区制定思想政治教育《指导手册》，探索任务部队教育动员工作落实、军兵种文化交流的思路办法；",0,0,0,0,0,0,0,0,0
M01350,2021-10-11_p02_铸魂育人的时代新篇,2021-10-11,2021,02,铸魂育人的时代新篇,1,"把“学习强军”APP等信息平台作为每日读报辅助手段……一条条管用办法，描绘出新时代思想政治教育新图景。
新的法规制度体系，重塑的是思想政治教育的政策设计和制度安排，彰显的是占领思想、铸牢军魂的政治要求。以习近平新时代中国特色社会主义思想为指导，深入贯彻习近平强军思想，在党的旗帜下铸牢军魂、培养绝对忠诚的革命战士，成为各级党委领导的政治责任；增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，一切行动听从党中央、中央军委和习主席指挥，成为广大官兵的自觉行动。
让教育走进官兵，让官兵喜欢教育
——在强军实践中守正创新
最近，一部由祖孙三代联手制作的短视频《新疆是个好地方》“出圈”了！
在战略支援部队某部构建的网络“云课堂”上，中士艾布拉江·玉素甫和他的爷爷、父亲，深情讲述了新疆从百废待兴到百业兴旺、从绝对贫困到全面小康的历史性巨变。短短几个小时，这堂课就收获2000余个点赞、近百条留言",1,0,0,0,0,0,0,0,0
M01351,2021-10-11_p02_铸魂育人的时代新篇,2021-10-11,2021,02,铸魂育人的时代新篇,2,"程，关系部队建设全局，涉及各条战线、各个领域，只有充分调动和凝聚各方面力量，才能加快构建大政工、大教育格局的步伐，提高思想政治教育的实效。
重顶层设计，新格局贯通上下。按照军委管总、战区主战、军种主建的总原则，构建起从军委机关到基层单位的抓教权责体系。军委政治工作部每年下发年度教育意见，将军委机关其他部门部署开展的教育活动纳入其中、一体部署。
重责任落实，新格局统而有力。各级把党委管教抓教作为贯彻军委主席负责制的实际行动，把教育上升到党委层面来抓，主要领导带头把方向、抓导向、管阵地、强队伍，带动各级领导干部抓教育的政治自觉，其他领导、部门密切配合、各尽其责，重视教育、研究教育、齐抓教育的氛围日益浓厚。
重战建衔接，新格局平战一体。切分和明确战区和军兵种的抓教职责界面，各自种好“责任田”、把握分界线，唱好“协奏曲”、打赢整体仗。某联指机构紧随部队任务转换，及时对接部队教育任务，确保部队任务有变动、教育不断",0,0,0,0,0,0,0,0,0
M01352,2021-10-12_p03_《提升网络素养 助力强军兴军》倡议书,2021-10-12,2021,03,《提升网络素养 助力强军兴军》倡议书,0,"的强劲增量，在此，我们向全军广大官兵发出倡议：
一、让我们进一步提升网络政治素养。互联网日益成为意识形态斗争的主战场、主阵地、最前沿。面对错综复杂的网络意识形态斗争形势，我们要坚持以习近平新时代中国特色社会主义思想为指导，深入学习贯彻习近平强军思想，深入学习贯彻习近平总书记关于网络强国的重要论述，不断提高政治判断力、政治领悟力、政治执行力，增强“四个意识”、坚定“四个自信”、做到“两个维护”，贯彻军委主席负责制，坚决抵制“军队非党化、非政治化”和“军队国家化”等错误政治观点，以实际行动捍卫政治安全、维护党和军队形象，打好网络意识形态斗争主动仗。
二、让我们进一步提升网络文明素养。加强网络文明建设，是加快建设网络强国、全面建设社会主义现代化国家的重要任务，也是实现党在新时代的强军目标、全面建成世界一流军队的迫切需要。我们要在网上大力弘扬社会主义核心价值观，积极传播强军好声音，讲好军营好故事，汇聚强国强军正",1,0,0,0,0,0,0,0,0
M01353,2021-10-15_p07_党指挥枪的制度“龙头”,2021-10-15,2021,07,党指挥枪的制度“龙头”,0,"在《人民日报》发表《关于党风问题》的文章，讲述了一个我们党的老传统：抗战时期，党中央和毛主席就是用个电台，嘀嗒、嘀嗒地指挥全党全军，“嘀嗒、嘀嗒”的声音就是党中央和毛主席的声音。正是全党全军无条件地坚决执行党中央、中央军委和毛主席的命令指示，人民军队才无坚不摧、无往不胜，夺取了全国解放战争的最后胜利。进入新时代，“听习主席指挥、对习主席负责、让习主席放心”，成为全军将士最响亮的誓言、最坚定的行动。军委主席负责制作为宪法和党章规定的重大制度，是党对军队绝对领导的根本制度和根本实现形式，是确保军魂永驻、长城永固的“定海神针”。
为什么说军委主席负责制是强国强军的重要保证
“国家大柄，莫重于兵。”我们党通过革命战争夺取了政权，巩固政权也要充分发挥我军作用。如果不把军队牢牢掌握在党的手中，搞得兵散将离，最后的结果必然是国家四分五裂、人民生灵涂炭。对军委主席负责制的极端重要性，我们要从党、国家和军队兴旺发达、长治",0,1,1,1,1,1,1,1,1
M01354,2021-10-15_p07_党指挥枪的制度“龙头”,2021-10-15,2021,07,党指挥枪的制度“龙头”,1,"、嘀嗒”的声音就是党中央和毛主席的声音。正是全党全军无条件地坚决执行党中央、中央军委和毛主席的命令指示，人民军队才无坚不摧、无往不胜，夺取了全国解放战争的最后胜利。进入新时代，“听习主席指挥、对习主席负责、让习主席放心”，成为全军将士最响亮的誓言、最坚定的行动。军委主席负责制作为宪法和党章规定的重大制度，是党对军队绝对领导的根本制度和根本实现形式，是确保军魂永驻、长城永固的“定海神针”。
为什么说军委主席负责制是强国强军的重要保证
“国家大柄，莫重于兵。”我们党通过革命战争夺取了政权，巩固政权也要充分发挥我军作用。如果不把军队牢牢掌握在党的手中，搞得兵散将离，最后的结果必然是国家四分五裂、人民生灵涂炭。对军委主席负责制的极端重要性，我们要从党、国家和军队兴旺发达、长治久安的高度来认识。
回顾我党我军历史，军委主席负责制是最具中国特色的军事领导制度，在中国革命、建设、改革事业中发挥着巨大作用，特别是在紧要",0,1,1,1,1,1,1,1,1
M01355,2021-10-15_p07_党指挥枪的制度“龙头”,2021-10-15,2021,07,党指挥枪的制度“龙头”,2,"席放心”，成为全军将士最响亮的誓言、最坚定的行动。军委主席负责制作为宪法和党章规定的重大制度，是党对军队绝对领导的根本制度和根本实现形式，是确保军魂永驻、长城永固的“定海神针”。
为什么说军委主席负责制是强国强军的重要保证
“国家大柄，莫重于兵。”我们党通过革命战争夺取了政权，巩固政权也要充分发挥我军作用。如果不把军队牢牢掌握在党的手中，搞得兵散将离，最后的结果必然是国家四分五裂、人民生灵涂炭。对军委主席负责制的极端重要性，我们要从党、国家和军队兴旺发达、长治久安的高度来认识。
回顾我党我军历史，军委主席负责制是最具中国特色的军事领导制度，在中国革命、建设、改革事业中发挥着巨大作用，特别是在紧要关头和重大考验面前，这一制度更显现出强大威力和关键作用。党的十八大之前的一个时期，郭伯雄、徐才厚等虚化军委主席负责制，拉帮结派、结党营私、卖官鬻爵、贪污腐化，使我军面临着变质变色的严重政治风险。党的十八大以来，党",0,1,1,1,1,0,0,0,0
M01356,2021-10-15_p07_党指挥枪的制度“龙头”,2021-10-15,2021,07,党指挥枪的制度“龙头”,3,"队绝对领导的根本制度和根本实现形式，是确保军魂永驻、长城永固的“定海神针”。
为什么说军委主席负责制是强国强军的重要保证
“国家大柄，莫重于兵。”我们党通过革命战争夺取了政权，巩固政权也要充分发挥我军作用。如果不把军队牢牢掌握在党的手中，搞得兵散将离，最后的结果必然是国家四分五裂、人民生灵涂炭。对军委主席负责制的极端重要性，我们要从党、国家和军队兴旺发达、长治久安的高度来认识。
回顾我党我军历史，军委主席负责制是最具中国特色的军事领导制度，在中国革命、建设、改革事业中发挥着巨大作用，特别是在紧要关头和重大考验面前，这一制度更显现出强大威力和关键作用。党的十八大之前的一个时期，郭伯雄、徐才厚等虚化军委主席负责制，拉帮结派、结党营私、卖官鬻爵、贪污腐化，使我军面临着变质变色的严重政治风险。党的十八大以来，党中央、中央军委坚定不移推进政治整训，严肃查处郭伯雄、徐才厚严重违纪违法案件，全面彻底肃清其流毒影响，为",0,1,1,1,0,0,0,0,0
M01357,2021-10-15_p07_党指挥枪的制度“龙头”,2021-10-15,2021,07,党指挥枪的制度“龙头”,4,"用。如果不把军队牢牢掌握在党的手中，搞得兵散将离，最后的结果必然是国家四分五裂、人民生灵涂炭。对军委主席负责制的极端重要性，我们要从党、国家和军队兴旺发达、长治久安的高度来认识。
回顾我党我军历史，军委主席负责制是最具中国特色的军事领导制度，在中国革命、建设、改革事业中发挥着巨大作用，特别是在紧要关头和重大考验面前，这一制度更显现出强大威力和关键作用。党的十八大之前的一个时期，郭伯雄、徐才厚等虚化军委主席负责制，拉帮结派、结党营私、卖官鬻爵、贪污腐化，使我军面临着变质变色的严重政治风险。党的十八大以来，党中央、中央军委坚定不移推进政治整训，严肃查处郭伯雄、徐才厚严重违纪违法案件，全面彻底肃清其流毒影响，为党和军队消除了重大政治隐患，进一步强化了党对军队绝对领导，强化了军委主席负责制，使人民军队实现浴火重生、涅槃重塑。
实践充分证明，全面深入贯彻军委主席负责制，关乎我军建设根本方向，关乎新时代强国强军事业",0,1,0,1,0,0,0,0,0
M01358,2021-10-15_p07_党指挥枪的制度“龙头”,2021-10-15,2021,07,党指挥枪的制度“龙头”,5,"巨大作用，特别是在紧要关头和重大考验面前，这一制度更显现出强大威力和关键作用。党的十八大之前的一个时期，郭伯雄、徐才厚等虚化军委主席负责制，拉帮结派、结党营私、卖官鬻爵、贪污腐化，使我军面临着变质变色的严重政治风险。党的十八大以来，党中央、中央军委坚定不移推进政治整训，严肃查处郭伯雄、徐才厚严重违纪违法案件，全面彻底肃清其流毒影响，为党和军队消除了重大政治隐患，进一步强化了党对军队绝对领导，强化了军委主席负责制，使人民军队实现浴火重生、涅槃重塑。
实践充分证明，全面深入贯彻军委主席负责制，关乎我军建设根本方向，关乎新时代强国强军事业发展，关乎党和国家长治久安，关乎中国特色社会主义前途命运。这一制度贯彻得好，党对军队绝对领导就有根本保证，就能防止再出野心家、阴谋家，防止党和军队事业受到严重损害。现在，我们正处于实现中华民族伟大复兴的关键时期，发展前景无比光明，风险挑战前所未有，更加需要党中央的集中统一领导",0,1,0,1,0,0,0,0,0
M01359,2021-10-15_p07_党指挥枪的制度“龙头”,2021-10-15,2021,07,党指挥枪的制度“龙头”,6,"党的十八大之前的一个时期，郭伯雄、徐才厚等虚化军委主席负责制，拉帮结派、结党营私、卖官鬻爵、贪污腐化，使我军面临着变质变色的严重政治风险。党的十八大以来，党中央、中央军委坚定不移推进政治整训，严肃查处郭伯雄、徐才厚严重违纪违法案件，全面彻底肃清其流毒影响，为党和军队消除了重大政治隐患，进一步强化了党对军队绝对领导，强化了军委主席负责制，使人民军队实现浴火重生、涅槃重塑。
实践充分证明，全面深入贯彻军委主席负责制，关乎我军建设根本方向，关乎新时代强国强军事业发展，关乎党和国家长治久安，关乎中国特色社会主义前途命运。这一制度贯彻得好，党对军队绝对领导就有根本保证，就能防止再出野心家、阴谋家，防止党和军队事业受到严重损害。现在，我们正处于实现中华民族伟大复兴的关键时期，发展前景无比光明，风险挑战前所未有，更加需要党中央的集中统一领导，需要军委主席定于一尊的绝对权威。坚决维护和贯彻军委主席负责制，人民军队就有了",0,1,0,1,0,0,0,0,0
M01360,2021-10-15_p07_党指挥枪的制度“龙头”,2021-10-15,2021,07,党指挥枪的制度“龙头”,7,"明，全面深入贯彻军委主席负责制，关乎我军建设根本方向，关乎新时代强国强军事业发展，关乎党和国家长治久安，关乎中国特色社会主义前途命运。这一制度贯彻得好，党对军队绝对领导就有根本保证，就能防止再出野心家、阴谋家，防止党和军队事业受到严重损害。现在，我们正处于实现中华民族伟大复兴的关键时期，发展前景无比光明，风险挑战前所未有，更加需要党中央的集中统一领导，需要军委主席定于一尊的绝对权威。坚决维护和贯彻军委主席负责制，人民军队就有了“主心骨”，我们应对各种风险挑战就有了最大底气，中国特色社会主义航船就能行稳致远。
为什么说军委主席负责制解决的是最高领导权和指挥权问题
《六韬》有云：“凡兵之道，莫过乎一。”确保军队领导权和指挥权高度集中，是古今中外统军治军的普遍共识和通行做法。据对110个国家宪法的统计分析，有78个国家宪法明文规定军队统帅由国家元首担任，代表本党、本阶级掌握最高军事统率权。军委主席负责制，既反",0,1,1,1,1,0,0,0,0
M01361,2021-10-15_p07_党指挥枪的制度“龙头”,2021-10-15,2021,07,党指挥枪的制度“龙头”,8,"义前途命运。这一制度贯彻得好，党对军队绝对领导就有根本保证，就能防止再出野心家、阴谋家，防止党和军队事业受到严重损害。现在，我们正处于实现中华民族伟大复兴的关键时期，发展前景无比光明，风险挑战前所未有，更加需要党中央的集中统一领导，需要军委主席定于一尊的绝对权威。坚决维护和贯彻军委主席负责制，人民军队就有了“主心骨”，我们应对各种风险挑战就有了最大底气，中国特色社会主义航船就能行稳致远。
为什么说军委主席负责制解决的是最高领导权和指挥权问题
《六韬》有云：“凡兵之道，莫过乎一。”确保军队领导权和指挥权高度集中，是古今中外统军治军的普遍共识和通行做法。据对110个国家宪法的统计分析，有78个国家宪法明文规定军队统帅由国家元首担任，代表本党、本阶级掌握最高军事统率权。军委主席负责制，既反映了“兵权贵一”的普遍规律，也是我们党领导国家和军队的独特创造，实现了全国武装力量领导权和指挥权的高度统一。
我们党在领导",0,1,1,1,1,0,0,0,0
M01362,2021-10-15_p07_党指挥枪的制度“龙头”,2021-10-15,2021,07,党指挥枪的制度“龙头”,9,"和贯彻军委主席负责制，人民军队就有了“主心骨”，我们应对各种风险挑战就有了最大底气，中国特色社会主义航船就能行稳致远。
为什么说军委主席负责制解决的是最高领导权和指挥权问题
《六韬》有云：“凡兵之道，莫过乎一。”确保军队领导权和指挥权高度集中，是古今中外统军治军的普遍共识和通行做法。据对110个国家宪法的统计分析，有78个国家宪法明文规定军队统帅由国家元首担任，代表本党、本阶级掌握最高军事统率权。军委主席负责制，既反映了“兵权贵一”的普遍规律，也是我们党领导国家和军队的独特创造，实现了全国武装力量领导权和指挥权的高度统一。
我们党在领导军队的长期实践中，形成了一整套行之有效的根本原则和制度，这就是军队最高领导权和指挥权属于党中央、中央军委，中央军委实行主席负责制；实行党委制、政治委员制、政治机关制；实行党委（支部）统一的集体领导下的首长分工负责制；实行支部建在连上。如果把这一制度体系比作一条“巨龙”，军",0,1,1,1,1,0,0,0,0
M01363,2021-10-15_p07_党指挥枪的制度“龙头”,2021-10-15,2021,07,党指挥枪的制度“龙头”,10,"制，既反映了“兵权贵一”的普遍规律，也是我们党领导国家和军队的独特创造，实现了全国武装力量领导权和指挥权的高度统一。
我们党在领导军队的长期实践中，形成了一整套行之有效的根本原则和制度，这就是军队最高领导权和指挥权属于党中央、中央军委，中央军委实行主席负责制；实行党委制、政治委员制、政治机关制；实行党委（支部）统一的集体领导下的首长分工负责制；实行支部建在连上。如果把这一制度体系比作一条“巨龙”，军委主席负责制就是“龙头”，其内涵要义是中央军委主席负责中央军委全面工作，领导指挥全国武装力量，决定国防和军队建设一切重大问题。从纵向看，军委主席负责制是最高层次的，位于军队领导权和指挥权的最顶端，军委主席对我军重大问题最后拍板、一锤定音；从横向看，军委主席负责制是居中统领的，统摄军队一切组织、一切人员、一切部门、一切工作。这一根本制度，对于党和人民牢牢掌握军权具有无可替代的根本性、决定性作用。
军委主席负责制",0,1,1,1,0,0,0,0,0
M01364,2021-10-15_p07_党指挥枪的制度“龙头”,2021-10-15,2021,07,党指挥枪的制度“龙头”,11,"期实践中，形成了一整套行之有效的根本原则和制度，这就是军队最高领导权和指挥权属于党中央、中央军委，中央军委实行主席负责制；实行党委制、政治委员制、政治机关制；实行党委（支部）统一的集体领导下的首长分工负责制；实行支部建在连上。如果把这一制度体系比作一条“巨龙”，军委主席负责制就是“龙头”，其内涵要义是中央军委主席负责中央军委全面工作，领导指挥全国武装力量，决定国防和军队建设一切重大问题。从纵向看，军委主席负责制是最高层次的，位于军队领导权和指挥权的最顶端，军委主席对我军重大问题最后拍板、一锤定音；从横向看，军委主席负责制是居中统领的，统摄军队一切组织、一切人员、一切部门、一切工作。这一根本制度，对于党和人民牢牢掌握军权具有无可替代的根本性、决定性作用。
军委主席负责制，是我们党建军治军宝贵经验和优良传统的制度凝结。我们党成立初期，没有形成一个成熟的领导集体和领导核心，在中央苏区时红军指挥权甚至旁落到共产",0,1,1,1,0,0,0,0,0
M01365,2021-10-15_p07_党指挥枪的制度“龙头”,2021-10-15,2021,07,党指挥枪的制度“龙头”,12,"席负责制；实行党委制、政治委员制、政治机关制；实行党委（支部）统一的集体领导下的首长分工负责制；实行支部建在连上。如果把这一制度体系比作一条“巨龙”，军委主席负责制就是“龙头”，其内涵要义是中央军委主席负责中央军委全面工作，领导指挥全国武装力量，决定国防和军队建设一切重大问题。从纵向看，军委主席负责制是最高层次的，位于军队领导权和指挥权的最顶端，军委主席对我军重大问题最后拍板、一锤定音；从横向看，军委主席负责制是居中统领的，统摄军队一切组织、一切人员、一切部门、一切工作。这一根本制度，对于党和人民牢牢掌握军权具有无可替代的根本性、决定性作用。
军委主席负责制，是我们党建军治军宝贵经验和优良传统的制度凝结。我们党成立初期，没有形成一个成熟的领导集体和领导核心，在中央苏区时红军指挥权甚至旁落到共产国际派来的军事顾问手中。1935年1月召开的遵义会议，取消了博古、李德的军事指挥权，事实上确立了毛泽东同志在党中",0,1,1,0,0,0,0,0,0
M01366,2021-10-15_p07_党指挥枪的制度“龙头”,2021-10-15,2021,07,党指挥枪的制度“龙头”,13,"军委主席负责制就是“龙头”，其内涵要义是中央军委主席负责中央军委全面工作，领导指挥全国武装力量，决定国防和军队建设一切重大问题。从纵向看，军委主席负责制是最高层次的，位于军队领导权和指挥权的最顶端，军委主席对我军重大问题最后拍板、一锤定音；从横向看，军委主席负责制是居中统领的，统摄军队一切组织、一切人员、一切部门、一切工作。这一根本制度，对于党和人民牢牢掌握军权具有无可替代的根本性、决定性作用。
军委主席负责制，是我们党建军治军宝贵经验和优良传统的制度凝结。我们党成立初期，没有形成一个成熟的领导集体和领导核心，在中央苏区时红军指挥权甚至旁落到共产国际派来的军事顾问手中。1935年1月召开的遵义会议，取消了博古、李德的军事指挥权，事实上确立了毛泽东同志在党中央和红军的领导地位，开始形成以毛泽东同志为核心的党的第一代中央领导集体，开启了我们党独立自主解决中国革命实际问题的新阶段。后来，中央政治局决定成立“三",0,1,1,0,0,0,0,0,0
M01367,2021-10-15_p07_党指挥枪的制度“龙头”,2021-10-15,2021,07,党指挥枪的制度“龙头”,14,"党的指导思想，七届一中全会选举毛泽东同志为中央委员会主席、中央政治局主席、中央书记处主席，随后的中央政治局会议决定毛泽东同志为中央军事委员会主席。解放战争时期，我们党普遍建立、全面执行请示报告制度，明确各战略方向的军政主官直接向中央军委和军委主席负责。新中国成立后特别是改革开放后，这一制度被纳入国家体制，确立了党对军队的领导和国家对军队的领导融为一体的制度。
党的十八大以来，党中央和中央军委对贯彻军委主席负责制高度重视，通过一系列体制设计和制度安排，推动贯彻军委主席负责制严起来、实起来，走上了法治化规范化程序化运行的轨道。一方面，通过立规则，推动军委主席负责制机制化运行。2012年11月修订《中央军事委员会工作规则》，明确规定中央军事委员会实行主席负责制；2014年4月中央军委印发《关于贯彻落实军委主席负责制建立和完善相关工作机制的意见》，建立起请示报告、督促检查、信息服务三项工作机制；此后又出台《关于",0,1,0,1,0,0,0,0,0
